1	23	24
4	23	24
0	4	23
1	3	5
1	5	24
0	2	6
0	4	6
1	3	8
1	7	8
0	2	23
2	9	23
1	9	23
1	7	9
3	5	8
5	8	25
6	8	25
2	6	8
2	8	9
5	24	25
4	24	25
4	6	25
7	8	9
10	12	27
10	26	27
13	26	27
11	13	26
3	5	14
6	17	26
11	17	26
2	6	26
2	10	26
3	14	15
3	8	15
2	9	12
2	10	12
13	17	28
11	13	17
13	28	29
16	28	29
8	15	16
8	16	29
8	27	29
8	12	27
8	9	12
13	27	29
5	16	25
16	25	28
6	25	28
6	17	28
5	14	16
14	15	16
4	19	24
5	24	30
19	24	30
5	14	18
5	18	30
4	6	19
6	17	19
14	15	18
15	18	20
19	28	30
17	19	28
16	28	30
16	18	30
16	18	20
15	16	20
12	21	31
12	27	31
22	27	31
13	22	27
7	21	31
7	8	31
8	15	31
15	22	31
15	20	22
9	12	21
7	9	21
13	22	29
16	22	29
16	20	22
