0	36	45
2	38	46
0	24	45
2	25	46
28	29	44
24	25	44
29	44	46
28	44	45
24	44	45
25	44	46
5	37	48
7	39	49
7	31	49
5	30	48
1	37	48
3	39	49
1	26	48
3	27	49
30	31	47
26	27	47
31	47	49
30	47	48
26	47	48
27	47	49
10	42	52
8	40	51
10	33	52
8	32	51
4	40	51
6	42	52
4	28	51
6	29	52
32	33	50
28	29	50
32	50	51
33	50	52
28	50	51
29	50	52
11	43	55
9	41	54
11	35	55
9	34	54
5	41	54
7	43	55
5	30	54
7	31	55
34	35	53
30	31	53
34	53	54
35	53	55
30	53	54
31	53	55
4	36	57
5	37	58
5	17	58
4	16	57
0	36	57
1	37	58
0	12	57
1	13	58
16	17	56
12	13	56
17	56	58
16	56	57
12	56	57
13	56	58
6	38	60
7	39	61
7	19	61
6	18	60
2	38	60
3	39	61
2	14	60
3	15	61
18	19	59
14	15	59
19	59	61
18	59	60
14	59	60
15	59	61
9	41	64
8	40	63
9	21	64
8	20	63
4	40	63
5	41	64
4	16	63
5	17	64
20	21	62
16	17	62
20	62	63
21	62	64
16	62	63
17	62	64
11	43	67
10	42	66
11	23	67
10	22	66
6	42	66
7	43	67
6	18	66
7	19	67
22	23	65
18	19	65
22	65	66
23	65	67
18	65	66
19	65	67
68	69	70
68	69	71
14	15	68
12	13	69
24	25	70
26	27	71
0	12	73
0	24	73
1	26	72
1	13	72
3	15	75
3	27	75
2	14	74
2	25	74
14	68	74
12	69	73
13	69	72
15	68	75
69	70	73
69	71	72
68	71	75
68	70	74
26	71	72
25	70	74
24	70	73
27	71	75
76	77	78
76	77	79
18	19	76
16	17	77
28	29	78
30	31	79
4	16	81
4	28	81
5	30	80
5	17	80
7	19	83
7	31	83
6	18	82
6	29	82
18	76	82
16	77	81
17	77	80
19	76	83
77	78	81
77	79	80
76	79	83
76	78	82
30	79	80
29	78	82
28	78	81
31	79	83
84	85	86
84	85	87
22	23	84
20	21	85
32	33	86
34	35	87
8	20	89
8	32	89
9	34	88
9	21	88
11	23	91
11	35	91
10	22	90
10	33	90
22	84	90
20	85	89
21	85	88
23	84	91
85	86	89
85	87	88
84	87	91
84	86	90
34	87	88
33	86	90
32	86	89
35	87	91
