10	5	10
0	2.25395212268000	10
1.87577525485000	5	10
10	5	2.78489038302000
10	3.32643211728000	1.76963094656000
10	-0.932375271300000	10
10	-1.81018850662000	5.42979270433000
0.271497807620000	2.06433040140000	9.64385045227000
0	2.21357145716000	9.97550332308000
0	2.21827660636000	10
10	5	0
0	5	0
0	5	10
0	2.80195957745000	0
10	3.46508955130000	0
0	2.04908010887000	9.60870808005000
0	-5	0
10	-5	0
0	-5	0.881734608140000
10	-5	1.48071000799000
0	-5	10
10	-5	10
5.93788762743000	5	6.39244519151000
5	0.642950667530000	10
5.13574890381000	2.69538125934000	5.70674069941000
5.13574890381000	0.127070947390000	7.53682157830000
0	5	5
5	5	0
5	3.13352456437000	0
0	-1.47545994557000	5.24522134410000
5	-5	0
5	-5	1.18122230807000
5.90776984260000	-5	10
3.11529728150000	3.12869406368000	10
5.98097825589000	3.19675796206000	10
1.38387087309000	3.32233303482000	10
2.06453903550000	2.38598934586000	10
0.862102477150000	2.54513777743000	10
2.73447190686000	5	2.84811129788000
5.02262481730000	-3.02642958413000	3.62591709182000
0	0.00109364535999967	8.96588654945000
5.15129497377000	-5	5.59061115403000
