1	8	9
3	4	6
0	3	6
0	5	6
0	3	22
0	2	22
5	23	34
0	5	34
2	33	34
2	33	35
23	33	34
35	36	37
33	35	36
0	2	34
1	2	35
1	35	37
9	23	36
9	36	37
23	33	36
1	9	37
3	22	24
3	4	24
2	22	24
1	2	7
2	7	24
1	7	8
6	24	25
4	6	24
7	24	25
5	6	25
5	23	25
7	23	25
7	9	23
7	8	9
11	13	26
13	15	26
12	15	26
1	12	15
1	8	15
4	10	14
3	4	10
2	12	26
2	22	26
3	22	27
3	10	27
22	26	38
11	27	38
22	27	38
11	26	38
11	13	28
14	27	28
11	27	28
10	14	27
1	2	12
4	14	28
4	24	28
7	15	24
13	15	24
13	24	28
7	8	15
13	15	29
13	18	29
13	16	18
4	14	17
4	6	19
4	17	19
17	30	31
18	30	31
16	18	30
17	19	31
14	17	28
13	16	30
13	28	30
17	28	30
7	15	29
7	25	29
25	29	39
6	25	39
18	29	39
18	31	39
6	19	39
19	31	39
8	9	40
8	15	40
20	29	40
9	20	40
15	29	40
18	20	29
6	19	21
5	6	21
18	20	41
18	31	41
20	32	41
19	31	41
21	32	41
19	21	41
5	21	32
5	23	32
20	23	32
9	20	23
