27	28	29
3	5	28
5	28	29
0	23	103
33	102	103
0	33	103
23	102	103
27	29	30
23	24	102
24	101	102
24	25	101
4	32	102
4	33	102
30	31	104
31	32	105
101	102	105
32	102	105
31	104	105
101	104	105
27	30	104
26	27	104
1	25	106
1	26	106
25	101	106
26	104	106
101	104	106
4	33	36
0	35	108
0	33	108
2	34	37
33	36	108
6	36	108
6	107	108
6	37	107
34	35	107
34	37	107
35	107	108
3	28	46
28	45	46
27	28	45
27	44	45
26	27	44
8	39	40
8	40	42
7	41	42
40	41	42
38	39	109
8	39	109
8	43	109
1	26	38
26	38	109
26	44	109
43	44	109
9	41	51
7	9	41
40	41	51
24	25	112
25	112	114
110	112	115
23	24	116
24	112	116
110	112	116
110	111	116
34	35	111
110	113	115
112	114	115
110	111	113
1	25	114
1	38	114
39	40	117
0	23	118
0	35	118
23	116	118
49	50	117
35	111	118
111	116	118
113	115	117
40	50	51
40	50	117
48	49	113
49	113	117
114	115	119
39	117	119
115	117	119
38	39	119
38	114	119
34	111	120
111	113	120
47	48	120
48	113	120
2	34	120
2	47	120
2	37	47
45	55	56
50	51	57
9	51	57
5	46	56
45	46	56
3	5	46
37	47	121
6	37	121
6	52	121
53	54	124
53	123	124
122	123	124
48	49	125
52	53	123
52	121	123
49	50	126
8	57	126
50	57	126
49	125	126
122	123	125
43	44	122
44	122	124
43	122	127
125	126	127
122	125	127
8	43	127
8	126	127
44	45	128
44	124	128
45	55	128
54	55	128
54	124	128
121	123	129
123	125	129
47	48	129
48	125	129
47	121	129
5	29	56
29	55	56
29	30	55
30	54	55
30	31	54
31	53	54
31	32	53
6	36	52
32	52	53
4	32	36
32	36	52
8	42	57
7	42	57
7	9	57
12	63	64
61	62	130
58	59	130
62	63	131
62	130	131
63	64	131
64	65	131
10	58	132
10	65	132
58	130	132
130	131	132
65	131	132
11	13	133
11	60	133
61	130	133
13	61	133
59	60	133
59	130	133
3	5	14
58	59	134
2	10	135
10	58	135
17	67	136
2	37	135
37	134	135
58	134	135
59	60	136
59	134	136
66	67	136
11	17	60
17	60	136
66	134	136
6	66	134
6	37	134
15	68	71
14	68	71
45	46	71
45	70	71
44	45	70
44	69	70
43	44	69
8	43	69
3	14	71
3	46	71
49	50	72
50	72	73
50	51	74
50	73	74
9	51	74
48	49	137
12	64	137
12	72	137
49	72	137
48	64	137
48	64	138
64	65	138
47	48	138
2	47	139
10	65	139
2	10	139
47	138	139
65	138	139
13	17	75
11	13	17
75	76	80
13	75	80
76	77	79
76	79	80
77	78	79
16	77	78
15	71	81
69	70	140
13	61	80
69	140	142
140	141	142
78	79	143
140	141	143
70	140	144
140	143	144
61	62	145
62	141	145
16	71	81
61	80	145
79	80	145
141	143	145
79	143	145
8	69	142
16	71	144
70	71	144
16	78	144
78	143	144
12	63	146
12	72	146
8	57	147
141	142	148
63	146	148
142	146	148
62	63	148
62	141	148
72	73	147
72	146	147
73	74	147
8	142	147
142	146	147
9	57	147
9	74	147
6	52	66
75	76	149
52	66	149
16	81	150
55	56	150
5	56	150
15	81	150
15	68	150
14	68	150
5	14	150
17	67	75
52	53	149
55	150	151
16	150	151
53	149	152
76	149	152
54	55	151
16	77	151
53	54	152
76	77	152
54	151	152
77	151	152
67	75	149
66	67	149
4	32	86
30	31	84
29	30	83
30	83	84
5	29	82
29	82	83
5	14	82
18	82	83
19	85	153
19	86	153
32	86	153
31	32	153
84	85	153
31	84	153
66	67	154
67	88	154
17	67	88
87	88	154
6	66	155
6	36	155
155	156	157
4	86	156
19	86	157
19	87	157
154	155	157
66	154	155
4	36	156
87	154	157
36	155	156
86	156	157
14	68	82
15	68	82
15	18	82
15	18	20
17	75	88
16	83	84
16	77	84
18	83	89
16	83	89
18	20	89
19	85	158
19	87	158
76	77	159
77	84	159
84	85	159
85	158	159
75	76	160
75	88	160
76	159	160
158	159	160
87	88	160
87	158	160
15	20	81
20	81	89
16	81	89
12	21	92
12	63	92
13	61	93
61	62	161
62	63	162
62	161	162
63	92	162
91	92	162
61	93	161
93	94	161
90	91	162
90	161	162
22	90	163
94	161	163
22	94	163
90	161	163
7	42	98
15	71	97
15	20	97
69	70	164
22	90	166
22	95	166
95	164	166
69	164	165
95	96	164
91	92	165
70	71	167
96	164	167
70	164	167
71	97	167
96	97	167
8	69	165
8	165	168
8	42	168
42	98	168
98	99	168
99	100	168
164	165	169
164	166	169
91	165	169
90	91	169
90	166	169
21	92	100
92	100	168
92	165	168
12	21	72
72	73	100
21	72	100
73	74	99
73	99	100
9	74	98
74	98	99
7	9	98
13	80	93
16	78	96
16	89	97
16	96	97
20	89	97
78	79	170
78	96	170
95	96	170
22	94	171
22	95	171
95	170	171
79	170	171
93	94	171
79	80	171
80	93	171
