1	3	4
1	2	3
0	1	4
0	9	10
0	6	10
0	1	6
0	9	11
0	8	11
0	4	8
4	5	8
1	6	7
1	2	7
2	3	7
3	5	7
5	7	8
3	4	5
8	10	11
6	8	10
6	7	8
9	10	11
17	18	51
15	17	51
14	15	51
12	18	51
13	14	51
0	13	14
0	4	14
12	18	22
12	21	22
0	13	51
0	9	51
12	21	51
9	21	51
4	5	14
5	14	16
14	15	16
5	8	16
8	16	20
8	19	20
15	16	20
15	17	20
11	19	23
8	11	19
18	22	23
18	19	23
18	19	20
17	18	20
9	11	23
9	21	23
21	22	23
30	33	34
24	30	34
24	29	30
24	28	29
24	26	27
24	27	28
24	25	26
24	25	35
24	34	35
26	27	29
26	29	31
29	30	31
30	31	32
25	26	31
25	31	35
27	28	29
30	32	33
31	32	34
31	34	35
32	33	34
29	30	36
2	26	27
2	3	37
2	26	37
16	26	37
16	26	31
16	20	31
19	30	32
7	30	36
7	8	30
8	19	30
19	20	31
19	31	32
2	7	27
7	27	29
7	29	36
5	16	37
3	5	37
39	41	55
33	41	55
30	33	55
39	55	56
30	36	54
39	53	56
30	54	55
53	54	56
54	55	56
36	40	53
36	53	54
38	39	53
38	40	53
39	41	42
6	10	38
6	38	40
10	38	57
39	42	57
38	39	57
10	11	57
11	23	57
23	42	57
6	7	40
7	36	40
32	41	42
32	33	41
19	23	42
19	32	42
29	36	43
28	29	43
36	40	43
2	27	43
27	28	43
1	2	43
1	6	43
6	40	43
33	41	45
33	34	45
17	44	46
17	18	44
18	22	42
18	42	44
42	44	52
41	42	52
41	45	52
35	46	52
34	35	52
44	46	52
34	45	52
20	31	46
31	35	46
17	20	46
22	23	42
15	47	49
14	15	47
14	47	48
3	4	37
4	14	48
4	37	48
47	48	49
15	16	49
16	48	49
16	37	48
15	46	49
15	17	46
25	37	48
25	26	37
46	48	49
25	46	48
25	35	46
38	39	50
39	42	50
21	22	50
22	42	50
9	10	50
10	38	50
9	21	50
